,text,sentiment,numaric_presentatin_of_sentiment
3737,bbcferguswalsh answer vital vaccine efficient   have pfizerbiontech writtenampapproved delay of  vaccine … ,Positive,2
3738,lbcnews you are only giving half the vaccine  doses equals the vaccine matthancock vaccine pfizerbiontech astrazeneca,Positive,2
3739,who’d have thought that i’d one day be vaccinating with my mum it feels amazing to be doing our bit to help but i… ,Positive,2
3740,usaporusski  people in the us have died after receiving a vaccine for  according to reports submitted… ,Negative,0
3741,update  any reported jab side effects of pfizerbiontech are associated with frailer patients in geriatric populat… ,Neutral,1
3742,received my  dose of the pfizerbiontech covid  vaccine yesterday been  hours no fever chills muscle… ,Negative,0
3743, people above the age of  died in norway after getting vaccinated for covid pfizer s biontech covid va… ,Negative,0
3744,a january shipment of the pfizerbiontech vaccine to the gulf state of bahrain will not arrive on time the minist… ,Neutral,1
3745,think you know what happened in norway think again norway pfizerbiontech  coronavirus… ,Neutral,1
3746,breaking  people died and god knows how many more have died after taking pfizervaccine around the world is it… ,Negative,0
3747,number of people who died after receiving pfizer vaccine shot in norway rises to  coronavirusvaccine … ,Negative,0
3748,warnings come after hackers revealed ema concerns over pfizerbiontech vaccine safety variable effectives rates … ,Positive,2
3749,nstnation malaysians in singapore begin receiving  vaccine pfizerbiontech ,Neutral,1
3750,pfizer reduce production vaccines truthful pfizerbiontech hope they will deliver more,Positive,2
3751,latest count  deaths who have been vaccinated by pfizer covidvaccine vaccinedeaths germany pfizerbiontech ,Neutral,1
3752,due to its experience norway has suggested that covid vaccines may be too risky for the very old and termina… ,Negative,0
3753,now the covidvaccine propaganda wars begin china sinovac bashing pfizerbiontech moderna mrna coronavirus va… ,Negative,0
3754,fully vaccinated for those wondering about how it was after dose  of pfizerbiontech  hours later fever chill… ,Neutral,1
3755,also why are all these deaths happening in one placehashtag three january    hkt pfizervaccine pfizerbiontech norway,Neutral,1
3756,death toll increases to  hashtag two january    hkt pfizerbiontech norway,Negative,0
3757,adverse reactions to the pfizerbiontech vaccine  norwegian medicines agency said it had recorded  deaths “assoc… ,Negative,0
3758,i just saw joebiden take a saline injection what’s the problem joe when you’re as old as fuck it really wouldn’t… ,Negative,0
3759,thank you israeldata vaccine pfizerbiontech ,Positive,2
3760,second dose of pfizerbiontech vaccine today  i will keep y’all updated if you want on my experience dose given… ,Positive,2
3761,this story is not aging well hoping procurement minister can put the toothpaste back in the tube the news from… ,Negative,0
3762,hospchiefpharm this why registered hcp such and nurses and pharmacist need to be involved with the planning and su… ,Neutral,1
3763,robertkennedyjr and we must not forget that justice  needs to be forthcoming for soniaacevedo… ,Negative,0
3764,robertkennedyjr and we must not forget that justice  needs to be forthcoming for soniaacevedo… ,Negative,0
3765,by preventing pfizerbiontech and oxfordastrazeneca coming to iran we can call mr khamenei s act as treason… ,Neutral,1
3766,paulinedaniels i had my first pfizerbiontech last friday,Neutral,1
3767,borisjohnson  dead in norway pfizervaccine  people dead in germany pfizervaccine and your going to protect… ,Negative,0
3768,i got mine pfizerbiontech past wednesday  dose,Neutral,1
3769,first dose done and dusted getvaccinated  pfizerbiontech ,Neutral,1
3770,either modernavaccine or pfizerbiontech vaccines are safe highly effective even  recovered pregnant or… ,Positive,2
3771,swainitv piersmorgan  borisjohnson needs to get a grip of this now he should be sorting this ton… ,Neutral,1
3772,my younger brother received his  pfizerbiontech vaccine in this tutorial ,Neutral,1
3773,chose not to do a vaccine selfie today during my covid vaccine covidvaccine pfizercovidvaccine pfizerbiontech ,Neutral,1
3774,i was totally optimistic and excited about the vaccinationdrive in india until this came up glad that india d… ,Positive,2
3775, dose done pfizercovidvaccine pfizer pfizerbiontech atc atsarehealthcare,Neutral,1
3776,covid norway investigates  deaths in frail elderly patients after vaccination pfizerbiontech  ,Neutral,1
3777,i am very fortunate to say that i have been vaccinated pfizerbiontech ,Positive,2
3778,norway has witnessed deaths of  elderly people soon after coronavaccine named pfizerbiontech  norway is… ,Neutral,1
3779,finally what a relieve covidvaccine uofm michiganmedicine  pfizerbiontech ,Positive,2
3780, die in norway after receiving pfizer covid vaccine  were nursing home patients ma… ,Negative,0
3781,what is the percentage of people who had side effects from pfizerbiontech vaccine worldwide people should do… ,Neutral,1
3782,there were six deaths during the late stage pfizerbiontech trials but the fda says this raised no safety concerns,Positive,2
3783,officially fully vaccinated covidvaccine rn nurse pfizerbiontech thisisourshot pfizer … ,Neutral,1
3784,very worrying the death of a portuguese nurse  days after receiving the pfizerbiontech vaccine also went mostly… ,Negative,0
3785,always felt they rushed this and nownorway raises concern over vaccine jabs for the elderly pfizer… ,Neutral,1
3786,norway raises concern over pfizerbiontech vaccine  it has registered a total of  deaths among people over the… ,Neutral,1
3787,feeling grateful covid  vaccine first dose today  thank you scientists pfizerbiontech nhs wecandothis,Positive,2
3788,my sister is a nursea medical frontliner in us and she was vaccinated today im so happy  sana ganon din dito… ,Positive,2
3789,and dad has had first dose of pfizerbiontech brilliantly organized multiple vaccination session at askhambar york ,Positive,2
3790,i too have my concerns about pfizerbiontech mrna vaccine which is a first for this technology and has no history… ,Negative,0
3791,received the pfizerbiontech covid vaccine today ,Neutral,1
3792,as a hcp of indian origin i took the vaccine to reduce my chance of being seriously ill with  vaccines… ,Negative,0
3793,got my first pfizerbiontech covidvaccine today  in mexico finally a light of hope ,Positive,2
3794,death of  peoples in norway after receiving pfizerbiontech vaccine is pathetic and scarry too autopsy report… ,Negative,0
3795, die in norway after receiving pfizer covid vaccine vaccine pfizer pfizerbiontech sinovac sputnikv… ,Negative,0
3796,pfizerbiontech covid norway investigates  deaths in frail elderly patients after vaccination ,Neutral,1
3797,i heard that if you don’t get enough as at alevel and can’t get the oxford vaccine you have to go to durham and… ,Neutral,1
3798,i just had my first pfizerbiontech vaccine pfizercovidvaccine  i am  but as i work in social care i was allow… ,Positive,2
3799,on what basis world health organization authorised pfizer covid vaccine when almost  people die world wide how m… ,Negative,0
3800,got my second dose pfizerbiontech,Neutral,1
3801,norway has registered more deaths among people over  who had their   vaccination shotuntil friday… ,Neutral,1
3802,just saw this awesome comparison of the pfizer vaccine vs the moderna vaccine by mdandersonnews for covid… ,Positive,2
3803,im on immunosuppressants amp i have a blood test every  mths got results yesterday amp white blood cells highest for… ,Neutral,1
3804,how will the uk now guarantee no mix and match of vaccines having given away all  dose of the pfizer vaccine … ,Negative,0
3805, pfizerbiontech covid vaccine received today wecanbeatthis ,Neutral,1
3806,emmakennedy  im assuming its only happening with pfizerbiontech vaccine due to shelf life after defr… ,Neutral,1
3807,paulbranditv put on holdampclarify have pfizerbiontech writtenampapproved delay of  vaccine is there data sup… ,Negative,0
3808,u may die if u become covid positive but pfizerbiontech shot will definitely kill you stuck between devil and s… ,Negative,0
3809,meghanasastry xpressbengaluru  as  elderly people died in norway after receiving pfizerbiontech… ,Negative,0
3810, die in norway a short time after receiving  doses of pfizer vaccine pfizer pfizerbiontech… ,Negative,0
3811,to be or not to bethat is the question vaccineupdate  pfizer pfizerbiontech mohfwindia… ,Neutral,1
3812, die in norway a short time after receiving  doses of pfizer vaccine covidvaccine pfizer pfizerbiontech… ,Negative,0
3813,if the pfizerbiontech and moderna vaccines could be distributed to the states in single use pre measured dose ep… ,Neutral,1
3814,  oxfordvaccine trialled some patients  weeks later pfizerbiontech didn’t,Neutral,1
3815,china slams us media silence over pfizer vax deaths in norway pfizervaccine pfizerbiontech pfizer norway pfizer ,Neutral,1
3816,vaccinated  covidvaccine pfizerbiontech ,Neutral,1
3817, hours post my  dose of the pfizerbiontech vaccine no side effects yet not even injection site pain i don… ,Negative,0
3818,china has slammed the us media for its silence over the deaths of  norwegian elderly patients who were vaccinat… ,Neutral,1
3819,austria  vaccination  numbers added the first austrian vaccination tracker austria… ,Neutral,1
3820,china has slammed the us media for its silence over the deaths of  norwegian elderly patients who were vaccinat… ,Neutral,1
3821,coronavirus worldwide the number of confirmed cases surpasses  worldometers sinovac pfizerbiontech… ,Positive,2
3822,china has slammed the us media for its silence over the deaths of  norwegian elderly patients who were vaccinat… ,Neutral,1
3823,thrilled to have received my first dose of covid vaccine certainly humbling to think all the scientists medics c… ,Positive,2
3824,anti vaxxers have jumped on it like demented wakefield tribute acts these people never learn they just make idiot… ,Positive,2
3825,breaking adverse reactions to the pfizerbiontech vaccine may have contributed to  deaths of some frail and elde… ,Negative,0
3826,six eu countries say situation unacceptable after pfizerbiontech slows vaccine deliveries sweden denmark… ,Negative,0
3827,day  post covid vaccine and i feel great looking forward to dose  the staff at the uhg vaccination centre… ,Positive,2
3828,anonymous side effect however not everything is said out loud in the media this will be considered a global he… ,Neutral,1
3829, elderly persons passed away shortly after receiving their first shots of the pfizerbiontech mrna covid vacci… ,Neutral,1
3830,to vaxx or not to vaxx  covidvaccine  vaccine sputnikv pfizerbiontech astrazeneca moderna… ,Neutral,1
3831,dramarmashru of course they are meanwhile i’m awaiting info on second dose for agedp and pretty bloody worried… ,Positive,2
3832,psalolainen katiskakatti the eu has currently approved two vaccines only the ema has given the green light to th… ,Positive,2
3833,richardjmurphy and also which ones pfizerbiontech ampor astrazenecaoxford are going where ie within england… ,Neutral,1
3834,not safe not safe  from  effective to  accuracy pfizer pfizerbiontech  senior citizens die soon af… ,Negative,0
3835,did my bit to get this under control and protect my community didn’t feel a thing  well organised informative amp… ,Positive,2
3836,uk to face delay in delivery of pfizerbiontech covidvaccine ,Negative,0
3837,at least six eu nations call the delayed delivery of pfizervaccine as “unacceptable” many bloc members are rece… ,Negative,0
3838,im sick amp tired ot virologists amp other scientific professionals going on broadcast media to say theres nothi… ,Negative,0
3839,politikoph dohgovph edselsalvana erictopol  dilgphilippines whophilippines usfda pfizer… ,Neutral,1
3840,un futuro per melissa  vampirediaries thevampirediaries  pfizer ascoltitv… ,Neutral,1
3841, yep both parents  amp counting had pfizerbiontech last sunday  friends a nurse and a doctor w… ,Positive,2
3842,ouch doc it really hurts  pfizer pfizerbiontech pfizervaccine ,Negative,0
3843,coronavirus worldwide the number of confirmed cases surpasses  worldometers sinovac pfizerbiontech… ,Positive,2
3844,know more about covidvaccine covishield covaxine sputnikv zycovd pfizervaccine pfizerbiontech ,Neutral,1
3845,edith kwoizalla first received the pfizerbiontech vaccine on dec  and the second shot on friday… ,Neutral,1
3846,bbcferguswalsh still no answer vital vaccine efficient   have pfizerbiontech writtenampapproved delay of  v… ,Positive,2
3847,lucky to have completed the covid vaccine nhsstaff pfizerbiontech pfizervaccine coronavirusvaccine ,Positive,2
3848,finally got my first dose of pfizer vaccine last night on shift frontlineworker pfizerbiontech covidvaccine nhs ,Neutral,1
3849, people died after receiving covid  vaccine in norway probe launched norway   moderna… ,Negative,0
3850,“sterile immunity is not certain with the covid vaccine but you are less transmissible “  a virologist talking on… ,Negative,0
3851, elderly people dead after pfizer shot in norway pfizer norwayun norwaymfa norway pfizerbiontech… ,Negative,0
3852,vaccine  pfizer pfizerbiontech pfizer biontechgroup nejm covid vaccine qampas fact sheet ,Neutral,1
3853,kicknrip rubinangela the vaccine that deals with the virus that has killed  humans that’s what they mea… ,Negative,0
3854,the healthza deputy dg dr anban pillay says they have applied to covax for possible procurement of its last bat… ,Neutral,1
3855,the healthza deputy dg dr anban pillay says they have applied to covax for possible procurement of its last bat… ,Neutral,1
3856,norway probes  elderly patients’ death after pfizer vaccination norway pfizer pfizerbiontech ,Negative,0
3857,a very interesting illustration showing total numbers of vaccines each country aims to order … ,Positive,2
3858,and it is vaccine day covaxin covishield  vaccinationdrive vaccine vaccineforindia… ,Neutral,1
3859,friday january   headlines pfizerbiontech pfizervaccine whatsappprivacy gdpr useconomy ,Neutral,1
3860,had  dose of pfizer vaccine today only side effects so far are sleepiness but cannot sleep some aches but a… ,Positive,2
3861,lets make this video go viral  covidvaccine pfizer pfizervaccine pfizerbiontech… ,Neutral,1
3862,norway no link between vaccine and elderly deaths pfizerbiontech sigurdhortemo norwegianmedicinesagency,Negative,0
3863,please don’t be stupid just go take the vaccine  it’s safe thank you pfizer  pfizerbiontech… ,Positive,2
3864,such a generous and mature approach thank you germany coronavirus  vaccinationdrive astrazeneca… ,Positive,2
3865,nstworld like all new drugs the vaccines that have been authorised to protect against  come with some sa… ,Positive,2
3866,it took thousands of years to arrive at the first vaccine and just  year to develop the latest ones… ,Neutral,1
3867,covaxin vs covidshield india pfizerbiontech pfizervaccine how are they different medtwitter… ,Neutral,1
3868,how do the  vaccines work and differ find out more here … ,Neutral,1
3869,sebastiankurz one more time shove that crap where the sun doesnt shine the austrian people want to have the bes… ,Negative,0
3870,getting vaccines from both turkey  sinovac  and the eu  pfizerbiontech  is a huge opportunity for the… ,Positive,2
3871,thanks to govlarryhogan pfizerbiontech and ummc one more link in marylands  chain of infection is brok… ,Positive,2
3872,pfizerbiontech vaccination  don’t delayed get everyone free around the uae  hhshkmohd sheikhmansoor… ,Positive,2
3873,a vaccination story  part  of  covidvaccine pfizerbiontech coronavirusvaccine coronavaccine … ,Neutral,1
3874,i’m getting the vaccine today  pfizerbiontech pfizervaccine covidvaccine,Neutral,1
3875, day vaccinating hselive staff at beaconhospital delighted to be able to help get this vaccine rolled out… ,Positive,2
3876,nfl pepsi doritos gatorade tampabaylv superbowl been roaming online for some news about invites to superbowl… ,Neutral,1
3877,sad news my friends auntie went in to a coma after getting a vaccine and died yesterday covid coronavirusuk… ,Negative,0
3878,little bit worrisome pfizer pfizerbiontech coronavirus  coronavaccine … ,Negative,0
3879,australian health minister greghuntmp said that the country is seeking urgent information on the deaths of  elde… ,Positive,2
3880,reports from norwegian health authorities that  elderly patients have died after receiving the pfizerbiontech co… ,Negative,0
3881,display board in ireland says it all it’s a matter of concern that  persons die after receiving vaccine in… ,Negative,0
3882,painless quick and feeling so privileged to live in a country with access to a vaccine please get vaccinated whe… ,Positive,2
3883,pfizer must administer  vaccines to avert a single case of mild  its relative risk reduction folks… ,Negative,0
3884,bbcferguswalsh nada on approval from pfizerbiontech to delay  vac  data supporting no risk of mutations f… ,Positive,2
3885,you need two jabs of the vaccine to be protected against covid thats the vaccination pfizerbiontech oxfordastrazeneca moderna,Positive,2
3886,international  elderly people died within a short time of receiving the pfizerbiontech  in norway th… ,Negative,0
3887,covidvaccine pfizerbiontech get the vaccine when its your turn ,Neutral,1
3888,the pfizer vaccine was granted emergency use authorization on dec  while the moderna vaccine was given the same… ,Negative,0
3889,so  nursing home residents in norway died within days after getting the pfizerbiontech vaccine  who’s keen for their vaccine,Negative,0
3890,is covid vaccine developed by pfizer and biontech safe deaths among elderly people after taking first shot in… ,Positive,2
3891,must read specialists expose how nigeria can waste  doses of expected covid vaccine see here for full d… ,Negative,0
3892,melaniedoak they say they dont know why or whether the modernavaccine amp pfizerbiontech killed those people sa… ,Negative,0
3893,for the first time perhaps the vaccine is turning out to be more terrifying hazardous and dangerous than the dise… ,Negative,0
3894,covidvaccination pfizerbiontech so far more than  people worldwide have received the pfizer vaccine and hav… ,Neutral,1
3895,update   hours post  shot started to feel chilly and then overheated checked my temp and it’s   low… ,Neutral,1
3896,krisfade listening to you this morning about the vaccine my understanding was the pfizerbiontech vaccine wasnt… ,Neutral,1
3897,health minister greg hunt has told aussies not to fear the pfizerbiontech coronavirus vaccine after  people in… ,Positive,2
3898, down  to go feeling normal pfizerbiontech getvaccinated,Positive,2
3899,please don’t take this vaccine without some research vaccine pfizerbiontech moderna mrna,Positive,2
3900,vaccine  done got it on thursday last week but waited to make sure i could experience all the side effects s… ,Positive,2
3901,israel is  vaccinated israel may be starting to show herdimmunity effects of pfizerbiontech … ,Neutral,1
3902, bruceylee  updated advice  dec from bsaciallergy as below allowing us to give pfizerbiontech in… ,Neutral,1
3903,woopsiedaisies if they will allow me to come in and out of au after i get my shot then i bet you i’l… ,Positive,2
3904,got my first dose of vaccine against sarscov pfizerbiontech pfizervaccine ,Neutral,1
3905,coronavirus iran reports  new cases  deaths in the last  hours iran coronavirus tehran sinovac… ,Neutral,1
3906,got my  dose of pfizerbiontech covidvaccine hats off to the scientists and clinicians around the world fighti… ,Neutral,1
3907,grateful that my elderly parents overseas got the pfizerbiontech vaccine last week at the same time it’s it… ,Positive,2
3908,mrna may just change the vaccine game as a person with multiple sclerosis i’m beyond excited about what the future… ,Positive,2
3909,anyone hospitals or gps using the astrazeneca covidvaccine all i keep seeing online is the pfizer… ,Neutral,1
3910,all you need to know about the covid vaccines  modernavaccine pfizerbiontech ,Neutral,1
3911,we did it  yorkteachingnhs i was extremely nervous about this totally unsure if i was making the right choice… ,Negative,0
3912,lebanon’s caretaker health minister signed a final deal to secure  million doses of pfizerbiontechgroup se’s… ,Positive,2
3913,ani why arent you wearing masks have you taken the pfizerbiontech vaccine or moderna vaccine amitshah,Neutral,1
3914,jjhtweets i had my  pfizerbiontech vaccine a few days before the queen my  dose is  march i wonder w… ,Neutral,1
3915,waiting with mum now shes had a first jab jab pfizerbiontech very effective co ordination at surgery voluntee… ,Positive,2
3916,still no sign of tiffany dover tiffanydover pfizer vaccine whereistiffanydover pfizerbiontech pfizercovidvaccine nurse nonewnormal,Negative,0
3917,and do we talk about more and more people dying after vaccine injection  vaccine pfizerbiontech moderna people,Neutral,1
3918,vumchealth vumcmedicine vumcinsights got my second pfizerbiontech shot ⁦vumchealth⁩ hope soon my all my fa… ,Positive,2
3919,grateful today that i was able to get my  covidvaccine  pfizerbiontech hopefulsunday sciencematters  covi… ,Positive,2
3920,one done pfizerbiontech thank you ,Positive,2
3921,at least  people have died so far from the pfizerbiontech pfizer  vaccine in the unitedstates … ,Negative,0
3922,thank you so much to the amazing vaccine scientists and fellow nhs staff esneft for my vaccine today covidvaccine pfizerbiontech,Positive,2
3923,drharshvardhan mohfwindia if we dont witness the same thing in india then we can surely lead the world… ,Positive,2
3924,pfizerbiontech  died in norway after receiving pfizer  if it were in india can yo… ,Negative,0
3925,draksyllyskard drmarkporter mgtmccartney that imo most likely scenario particularly given the sudden break in… ,Neutral,1
3926, pfizerbiontech vaccinated  dukehealth thank you  ,Positive,2
3927,just had my first dose of pfizerbiontech vaccine at perth royal infirmary great operation friendly staff no pain n… ,Positive,2
3928, sammwittings  this applies to pfizerbiontech vaccine the oxfordastrazeneca vaccine was trial… ,Neutral,1
3929,ontario has now administered over  total doses of pfizerbiontech and moderna  vaccines thanks t… ,Positive,2
3930,laboratory tests have shown the pfizerbiontech vaccine is effective against  covid variants including a key… ,Positive,2
3931,anantbhan where there no reports of such adverse events during pfizerbiontech trials ,Negative,0
3932,doctoroxford as someone who’s had  dose of pfizervaccine amp taking into account supply issues i think the gov… ,Neutral,1
3933, died within few days of  vaccination in norway vaccine by pfizer amp biontech vaccinationdrive… ,Negative,0
3934,turkishpresident erdogan gets chinese coronavirus vaccine and not the vaccine of his compatriots dr ugur etc… ,Neutral,1
3935, people died in us after receiving covid vaccines reporting system deaths have occurred among people receiv… ,Negative,0
3936,pfizer vaccine time at senior facility where i live right after i got my vaccine watched another resident get vacc… ,Neutral,1
3937,coronavirus iran reports  new cases  deaths in the last  hours iran coronavirus tehran sinovac… ,Neutral,1
3938,as many as  people above the age of  died in norway after getting vaccinated for covid pfizerbiontech… ,Negative,0
3939, theraseweeks rettopnoj australiawake    … ,Neutral,1
3940,relieved to have received my first dose of pfizerbiontech covidvaccine just now bit overwhelmed and emotional science i  you,Positive,2
3941,as the elderly people who died in norway after receiving pfizerbiontech  vaccine touched  experts in i… ,Negative,0
3942,  borisjohnson it is only the uk that is delaying the  pfizerbiontech vaccination f… ,Neutral,1
3943,guardian anyone is welcome to take my spare double dose of the experimental mrna technology from pfizerbiontech… ,Positive,2
3944,clued up citizen trying to avoid the pfizerbiontech kill shot  ,Negative,0
3945,a total of  people have died in norway after taking a dose of pfizer covid vaccine read… ,Negative,0
3946,pfizer what the hell is going on vaccinazioni richiami noi siamo pronti ma pfizerbiontech che fa,Negative,0
3947,pfizer vaccine ‘too risky’ for very old people norway warns god protects everyone prayers for everyone please w… ,Positive,2
3948,breastfeeding  week old but with guidelines recently changed got my covid vaccine grateful to all the staff… ,Positive,2
3949,shot  done thanks pfizerbiontech let’s get everyone who wants the vaccine vaccinated ,Positive,2
3950,from  to  elderly dies in norway after pfizer covid vaccine jab   pfizer… ,Neutral,1
3951,system has been activated and updated   seconddose pfizerbiontech billgates ,Neutral,1
3952,my parents will be getting their first  vaccinations tomorrow morning what a relief thank you cestrosi… ,Positive,2
3953, dead in norway after getting vaccinated with pfizer’s biontech covid vaccine norway pfizervaccine… ,Negative,0
3954,just wondering why the oxfordastrazeneca vaccine is only  efficacy compared to pfizerbiontech  efficacy… ,Neutral,1
3955,british vaccine against corona almost ineffective for people over  years therefore the eu authority ema shoul… ,Neutral,1
3956,developing an mrna vaccine amp getting to regulatory approval  faster than normal are both astounding but what wi… ,Positive,2
3957,still think this is about a virus    vaccine lockdown pfizerbiontech moderna ,Neutral,1
3958,health euhealth castigates delays in delivery of  vaccines skyriakideseu… ,Neutral,1
3959,very encouraging vaccine  data from israel  weeks after the first shot some immunity kicks in and by  weeks… ,Positive,2
3960,the covax program aims to provide  billion doses of  vaccines to lowmidincome countries by the end ye… ,Neutral,1
3961, britain’s minister for covid vaccine deployment nadhim zahawi said he was confident both astrazeneca and pfizer… ,Positive,2
3962,when it comes to the point we have to pay for our pfizer purchases the government should just requisition the cash… ,Negative,0
3963,robbiemoore borisjohnson  conservatives when will the inevitable uturn occur with regards to t… ,Neutral,1
3964,other countries in the middle east including saudi arabia qatar kuwait and oman are also relying heavily on the… ,Neutral,1
3965,other countries in the middle east including saudi arabia qatar kuwait and oman are also relying heavily on the… ,Neutral,1
3966,i felt like second obligatory vaccine selfie™ deserved a come hither pose than the usual juliecheese … ,Positive,2
3967,skyriakideseu astrazeneca the eucommission failed vonderleyen failed you failed you should have bought maxi… ,Negative,0
3968,moderna and pfizerbiontech should open source the  vaccine so anyone with manufacturing facilities can produce more,Neutral,1
3969,mizakalili chinese media claims to no surprise that western media dont report on deaths after pfizerbiontech… ,Neutral,1
3970,educated and vaccinated fauciouchie fauciouchi covidvaccine pfizerbiontech ,Neutral,1
3971, weeks ago i got my first dose of the pfizer vaccine  i had a headache  days later that lasted a couple day… ,Neutral,1
3972, asadabukhalil israel had unlimited access to the pfizerbiontech through an agreement of data sh… ,Positive,2
3973,really interesting results coming out of israel around covid vaccines  positive out of  vaccinated intere… ,Positive,2
3974, i wonder how many doses from modern and pfizerbiontech heading to developing ,Neutral,1
3975,after  weeks i completed  vaccination got pfizerbiontech booster dose  before weekend  got m… ,Neutral,1
3976,team members asha rn and nellie psw are proud to have done their part amp received both doses of the pfizerbiontech… ,Positive,2
3977,just took my first  vaccine shot pfizerbiontech go take yours if you can ,Neutral,1
3978,thrilled to have gotten my  dose of the  pfizerbiontech vaccine today grhospitalkw when it’s your tur… ,Positive,2
3979,pfizerbiontech pfizer sponsored  ,Neutral,1
3980,vaccines can have side effects but they are expected and not dangerous   listed on cdcgov vaers a few hours… ,Positive,2
3981,early data from the us cdc shows few allergic reactions to pfizerbiontech  vaccine  anaphylaxis … ,Negative,0
3982,mrharrycole borisjohnson  conservatives when will the inevitable uturn occur with regards to th… ,Neutral,1
3983,maybe the federal government could do its job and find us vaccine no italy is taking legal action against… ,Negative,0
3984,number of tweets about pfizer vaccine in january source of data pfizervaccine… ,Positive,2
3985,harjitsajjan canadianforces kanataof scceng i just checked cdcgov vaers is temporarily down but the tally… ,Neutral,1
3986,pinapolk drsimonashworth emmakennedy borisjohnson  conservatives when will the inevitable utu… ,Neutral,1
3987, shivajihimself borisjohnson  conservatives when will the inevitable uturn occur with… ,Neutral,1
3988,pfizerfrance modernatx now and heres give me your permission to make your vaccine tomorrow pfizer moderna… ,Neutral,1
3989,canyonlegrand  institutpasteur merck eucommission biontechgroup pfizer astrazeneca sanofifr gsk… ,Neutral,1
3990,doing my part to get this shit over with  covidvaccine pfizerbiontech thankyounhs ,Negative,0
3991, alexberenson cdcgov they added breast feeding as missing information too wonder why… ,Negative,0
3992,oil gas plastic critical to manufacture ppe vaccination needles face shields protect ontario ltc seniors… ,Positive,2
3993,why can’t pfizer just do something good for people instead of holding back doses because they contain six doses and… ,Positive,2
3994,now the big question that remains what about neutralizing data from pfizerbiontech vaccine towards … ,Neutral,1
3995,got the  dose of covid vaccine the other day headache sore arm fatigue definitely worth it to live… ,Neutral,1
3996,this happened today  pfizerbiontech studentnurse ,Neutral,1
3997,just received dose  of pfizerbiontech covid vaccine so unbelievably grateful and relieved one small but sign… ,Positive,2
3998,iainastewart borisjohnson  conservatives when will the inevitable uturn occur with regards to t… ,Neutral,1
3999,wow  of the population have been vaccinated that’s amazing  nhs pfizerbiontech astrazenica nhs… ,Positive,2
4000,keighleynews robbiemoore borisjohnson  conservatives when will the inevitable uturn occur wit… ,Neutral,1
4001,pfizer inside my insides thanks to uhnmnhs for the call at lunchtime amp a jab in the arm a few hours later… ,Positive,2
4002,here is a sample of deaths from pfizerbiontech covidvaccine rectalhemorrhage cardiacfailure chills ,Neutral,1
4003,data from the ema europeanmedicinesagency for pfizerbiontech vaxx given till named tozinameran shows… ,Neutral,1
4004,mixed feelings of joy relief amp anxiety received  dose of pfizer covid vaccine today i experienced severe m… ,Positive,2
4005,on my journey now to transhumanism with my covidvaccine from pfizerbiontech and im feeling fine back to work… ,Positive,2
4006, our latest podcast is here dr emilycob talks with nih collaboratory copi texhern about herotogether which… ,Neutral,1
4007,toadmeister asauk a ⅓ of population of every densely populated country in the world with some exceptions have… ,Neutral,1
4008, borisjohnson  conservatives when will the inevitable uturn occur with regards t… ,Neutral,1
4009,standardnews borisjohnson  conservatives when will the inevitable uturn occur with regards to t… ,Neutral,1
4010,gibraltar are giving their residents the second pfizer  vaccine according to manufacturers instructions too… ,Positive,2
4011,monday january   headlines pfizerbiontech pfizervaccine whatsappprivacy gdpr useconomy dailybriefing… ,Neutral,1
4012,very good news from moderna now waiting for pfizerbiontech gained some time to kill  ,Neutral,1
4013,low deadvolume syringes andor needles can be used to extract six doses from a single vial if standard syringes… ,Negative,0
4014,just received second pfizerbiontech vaccine excited but also teachers and other frontline workers need it asap so let’s get moving,Positive,2
4015,conservatives borisjohnson  conservatives when will the inevitable uturn occur with regards to… ,Neutral,1
4016,bmeyer indeed for the new vaccine candidates  be interested in news now from pfizerbiontech on this topic,Positive,2
4017,safety and efficacy of the pfizerbiontech covid vaccine anthony harries and kudakwashe takarinda highlight res… ,Positive,2
4018,borisjohnson keirstarmer  conservatives when will the inevitable uturn occur with regards to t… ,Neutral,1
4019, borisjohnson thehivelondon borisjohnson  conservatives when will the inevitabl… ,Neutral,1
4020,helencrosier samtapsell bbcnickrobinson thebma  right so use  dose oxfordvaccine for the majori… ,Neutral,1
4021,hongkong authorizes the pfizerbiontech vaccine for emergency use ,Negative,0
4022,nadinedorries piersmorgan theresecoffey gmb borisjohnson  conservatives when will the inevita… ,Neutral,1
4023,are there any trials taking place that test the transmissibility of the virus amongst people who have received two… ,Neutral,1
4024,if its true it looks like astrazeneca wont be supplying to australia for a whilethat is why pfizerbiontech is… ,Positive,2
4025,andrewbowiemp borisjohnson  conservatives when will the inevitable uturn occur with regards to… ,Neutral,1
4026,borisjohnson  conservatives when will the inevitable uturn occur with regards to the week del… ,Neutral,1
4027,hsinghmd it is the same thing comirnaty pfizervaccine pfizerbiontech ,Neutral,1
4028,all you ever wanted to know about rna vaccines  what are they faqs by  on history sciencetwitter medicines… ,Neutral,1
4029,ralphsina you should not believe what you hear from the uk to vaccinate someone you have to follow the drug pro… ,Neutral,1
4030,ralphsina you should not believe what you hear from the uk to vaccinate someone you have to follow the drug prot… ,Neutral,1
4031,thread above and below i hope our government uses the delay in vaccine rollout to learn from other countries we a… ,Positive,2
4032,piersmorgan gmb you soon enough you have failed to grill them on vaccine what medical or scientific degree does… ,Negative,0
